GP ID,New District,Block Name,GP Name,Urbanies,District ID,Block ID
1,AJMER,AJMER RURAL,AJAYSAR,,1,1
2,AJMER,AJMER RURAL,ARADKA,,1,1
3,AJMER,AJMER RURAL,BABAYACHA,,1,1
4,AJMER,AJMER RURAL,BANSELI,,1,1
5,AJMER,AJMER RURAL,BARLIYA,,1,1
6,AJMER,AJMER RURAL,BEER,,1,1
7,AJMER,AJMER RURAL,BHANWTA,,1,1
8,AJMER,AJMER RURAL,BHOODOL,,1,1
9,AJMER,AJMER RURAL,BUBANI,,1,1
10,AJMER,AJMER RURAL,CHACHIYAWAS,,1,1
11,AJMER,AJMER RURAL,DANTA,,1,1
12,AJMER,AJMER RURAL,DAURAI,,1,1
13,AJMER,AJMER RURAL,DEO NAGAR,,1,1
14,AJMER,AJMER RURAL,DOOMARA,,1,1
15,AJMER,AJMER RURAL,GAGWANA,,1,1
16,AJMER,AJMER RURAL,GANAHERA,,1,1
17,AJMER,AJMER RURAL,GEGAL,,1,1
18,AJMER,AJMER RURAL,GHOOGHRA,,1,1
19,AJMER,AJMER RURAL,GODIYAWAS,,1,1
20,AJMER,AJMER RURAL,HATHI KHERA,Urbanies,1,1
21,AJMER,AJMER RURAL,HATOONDI,,1,1
22,AJMER,AJMER RURAL,KADEL,,1,1
23,AJMER,AJMER RURAL,KANAS.,,1,1
24,AJMER,AJMER RURAL,KAYAD,,1,1
25,AJMER,AJMER RURAL,KAYAMPURA,,1,1
26,AJMER,AJMER RURAL,KHORI,,1,1
27,AJMER,AJMER RURAL,MAKARWALI,,1,1
28,AJMER,AJMER RURAL,MAYAPUR,,1,1
29,AJMER,AJMER RURAL,NAND,,1,1
30,AJMER,AJMER RURAL,NARELI,,1,1
31,AJMER,AJMER RURAL,NARWAR,,1,1
32,AJMER,AJMER RURAL,OONTRA,,1,1
33,AJMER,AJMER RURAL,PALRA,,1,1
34,AJMER,AJMER RURAL,RAMNER DHANI,,1,1
35,AJMER,AJMER RURAL,RASOOLPURA,,1,1
36,AJMER,AJMER RURAL,SARADHANA,,1,1
37,AJMER,AJMER RURAL,SARANA,,1,1
38,AJMER,AJMER RURAL,SEDARIYA,,1,1
39,AJMER,AJMER RURAL,SOMALPUR,,1,1
40,AJMER,AJMER RURAL,TABEEJI,,1,1
41,AJMER,AJMER RURAL,TILORA,,1,1
42,AJMER,ARAIN,AAKODIYA,,1,2
43,AJMER,ARAIN,ARAIN,,1,2
44,AJMER,ARAIN,BAROL,,1,2
45,AJMER,ARAIN,BHAGWANTPURA,,1,2
46,AJMER,ARAIN,BHAMOLAV,,1,2
47,AJMER,ARAIN,BHOGADEET,,1,2
48,AJMER,ARAIN,BORADA,,1,2
49,AJMER,ARAIN,CHHOTA LAMBA,,1,2
50,AJMER,ARAIN,DABRELA,,1,2
51,AJMER,ARAIN,DADIYA,,1,2
52,AJMER,ARAIN,DEOPURI,,1,2
53,AJMER,ARAIN,DHASOOK,,1,2
54,AJMER,ARAIN,GOTHIYANA,,1,2
55,AJMER,ARAIN,JHEEROTA,,1,2
56,AJMER,ARAIN,KAKALWARA,,1,2
57,AJMER,ARAIN,KALANADA,,1,2
58,AJMER,ARAIN,KASHEER,,1,2
59,AJMER,ARAIN,KATSOORA,,1,2
60,AJMER,ARAIN,MANDAWARIYA,,1,2
61,AJMER,ARAIN,MANOHARPURA,,1,2
62,AJMER,ARAIN,SANDOLIYA,,1,2
63,AJMER,ARAIN,SIROONJ,,1,2
64,AJMER,BHINAY,BANDANWARA,,1,3
65,AJMER,BHINAY,BARGAON (SURKHAND),,1,3
66,AJMER,BHINAY,BARLI,,1,3
67,AJMER,BHINAY,BHINAY,,1,3
68,AJMER,BHINAY,BOOBKIYA,,1,3
69,AJMER,BHINAY,CHAPANERI,,1,3
70,AJMER,BHINAY,CHHACHHUNDRA,,1,3
71,AJMER,BHINAY,DEOLIYA KALAN,,1,3
72,AJMER,BHINAY,DEVPURA,,1,3
73,AJMER,BHINAY,DHANTOL,,1,3
74,AJMER,BHINAY,EKALSEENGA,,1,3
75,AJMER,BHINAY,GURHA KHURD,,1,3
76,AJMER,BHINAY,KANAI KALAN,,1,3
77,AJMER,BHINAY,KARANTI,,1,3
78,AJMER,BHINAY,KEROT,,1,3
79,AJMER,BHINAY,KUMHARIYA,,1,3
80,AJMER,BHINAY,LAMGARA,,1,3
81,AJMER,BHINAY,NAGOLA,,1,3
82,AJMER,BHINAY,NANDSI,,1,3
83,AJMER,BHINAY,PADALIYA,,1,3
84,AJMER,BHINAY,PADANGA,,1,3
85,AJMER,BHINAY,RAMMALIYA,,1,3
86,AJMER,BHINAY,RATAKOT,,1,3
87,AJMER,BHINAY,SINGAWAL,,1,3
88,AJMER,BHINAY,SOBDI,,1,3
89,BEAWAR,JAWAJA,ASAN,,2,4
90,BEAWAR,JAWAJA,ATEETMAND,,2,4
91,BEAWAR,JAWAJA,BADA KHERA (KHERA KALAN),,2,4
92,BEAWAR,JAWAJA,BADIYA BHAU,,2,4
93,BEAWAR,JAWAJA,BALAR,,2,4
94,BEAWAR,JAWAJA,BAMANHERA,,2,4
95,BEAWAR,JAWAJA,BANJARI,,2,4
96,BEAWAR,JAWAJA,BAR KOCHARA,,2,4
97,BEAWAR,JAWAJA,BARAKHAN,,2,4
98,BEAWAR,JAWAJA,BEAWAR KHAS,,2,4
99,BEAWAR,JAWAJA,BHAIROO KHERA,,2,4
100,BEAWAR,JAWAJA,DELWARA,Urbanies,2,4
101,BEAWAR,JAWAJA,DEWATA,,2,4
102,BEAWAR,JAWAJA,DURGAWAS,,2,4
103,BEAWAR,JAWAJA,FATEHGARH SALLA,,2,4
104,BEAWAR,JAWAJA,GANESHPURA,Urbanies,2,4
105,BEAWAR,JAWAJA,GOHANA,,2,4
106,BEAWAR,JAWAJA,GOVINDPURA,Urbanies,2,4
107,BEAWAR,JAWAJA,JALIYA-I,,2,4
108,BEAWAR,JAWAJA,JAWAJA,,2,4
109,BEAWAR,JAWAJA,KABRA,,2,4
110,BEAWAR,JAWAJA,KISHANPURA,,2,4
111,BEAWAR,JAWAJA,KOTRA,,2,4
112,BEAWAR,JAWAJA,LASADIYA,,2,4
113,BEAWAR,JAWAJA,LOTIYANA,,2,4
114,BEAWAR,JAWAJA,MALATON KI BER,,2,4
115,BEAWAR,JAWAJA,MALPURA,,2,4
116,BEAWAR,JAWAJA,MEDIYA,Urbanies,2,4
117,BEAWAR,JAWAJA,NAI KALAN,,2,4
118,BEAWAR,JAWAJA,NARBAD KHERA,,2,4
119,BEAWAR,JAWAJA,NOONDRI MAHINDRATAN,Urbanies,2,4
120,BEAWAR,JAWAJA,NOONDRI MALDEO,,2,4
121,BEAWAR,JAWAJA,PAKHRIYAWAS,,2,4
122,BEAWAR,JAWAJA,RAJIYAWAS,,2,4
123,BEAWAR,JAWAJA,RAWATMALA,,2,4
124,BEAWAR,JAWAJA,ROOPNAGAR,,2,4
125,BEAWAR,JAWAJA,SARMALIYA,,2,4
126,BEAWAR,JAWAJA,SARVEENA,,2,4
127,BEAWAR,JAWAJA,SATOO KHERA,,2,4
128,BEAWAR,JAWAJA,SHAHPURA,,2,4
129,BEAWAR,JAWAJA,SUHAWA,,2,4
130,BEAWAR,JAWAJA,SURADIYA,,2,4
131,BEAWAR,JAWAJA,SURAJPURA,,2,4
132,BEAWAR,JAWAJA,TARAGARH,,2,4
133,BEAWAR,JAWAJA,TATGARH,,2,4
134,BEAWAR,JAWAJA,THEEKRANA MENDRATAN,,2,4
135,AJMER,KEKRI,AJGARA,,1,5
136,AJMER,KEKRI,BAGHERA,,1,5
137,AJMER,KEKRI,BHARAI,,1,5
138,AJMER,KEKRI,BHEEMRAWAS,,1,5
139,AJMER,KEKRI,DEOGAON,,1,5
140,AJMER,KEKRI,JOONIYA,,1,5
141,AJMER,KEKRI,KADERA,,1,5
142,AJMER,KEKRI,KALERA KRISHNA GOPAL,,1,5
143,AJMER,KEKRI,KANOJ,,1,5
144,AJMER,KEKRI,KHAWAS,,1,5
145,AJMER,KEKRI,KOHADA,,1,5
146,AJMER,KEKRI,LALLAI,,1,5
147,AJMER,KEKRI,LASADIYA,,1,5
148,AJMER,KEKRI,MANKHAND,,1,5
149,AJMER,KEKRI,MEODA KALAN,,1,5
150,AJMER,KEKRI,MOLKIYA,,1,5
151,AJMER,KEKRI,NAIKI,,1,5
152,AJMER,KEKRI,NIMOD,,1,5
153,AJMER,KEKRI,PRANHEDA,,1,5
154,AJMER,KEKRI,RAMPALI,,1,5
155,AJMER,KEKRI,SALARI,,1,5
156,AJMER,KEKRI,SARSARI,,1,5
157,AJMER,KISHANGARH SILORA,AMARPURA,,1,6
158,AJMER,KISHANGARH SILORA,BANDAR SEENDRI,,1,6
159,AJMER,KISHANGARH SILORA,BARNA,,1,6
160,AJMER,KISHANGARH SILORA,BHADOON,,1,6
161,AJMER,KISHANGARH SILORA,BHILAWAT,,1,6
162,AJMER,KISHANGARH SILORA,BUHAROO,,1,6
163,AJMER,KISHANGARH SILORA,DEENDWARA,,1,6
164,AJMER,KISHANGARH SILORA,HARMARA,,1,6
165,AJMER,KISHANGARH SILORA,JAJOTA,,1,6
166,AJMER,KISHANGARH SILORA,KADHA,,1,6
167,AJMER,KISHANGARH SILORA,KARKERI,,1,6
168,AJMER,KISHANGARH SILORA,KHATOLI,,1,6
169,AJMER,KISHANGARH SILORA,KOTRI,,1,6
170,AJMER,KISHANGARH SILORA,KUCHEEL,,1,6
171,AJMER,KISHANGARH SILORA,MALION KI BARI,,1,6
172,AJMER,KISHANGARH SILORA,MOTIPURA,,1,6
173,AJMER,KISHANGARH SILORA,NALOO,,1,6
174,AJMER,KISHANGARH SILORA,NAWA,,1,6
175,AJMER,KISHANGARH SILORA,NOSAL,,1,6
176,AJMER,KISHANGARH SILORA,PANER,,1,6
177,AJMER,KISHANGARH SILORA,PATAN,,1,6
178,AJMER,KISHANGARH SILORA,PEENGLOD,,1,6
179,AJMER,KISHANGARH SILORA,RALAWATAN,,1,6
180,AJMER,KISHANGARH SILORA,ROOPANGARH,,1,6
181,AJMER,KISHANGARH SILORA,SALEMABAD,,1,6
182,AJMER,KISHANGARH SILORA,SARGAON,,1,6
183,AJMER,KISHANGARH SILORA,SILORA,,1,6
184,AJMER,KISHANGARH SILORA,SINODIYA,,1,6
185,AJMER,KISHANGARH SILORA,SURSURA,,1,6
186,AJMER,KISHANGARH SILORA,THAL,,1,6
187,AJMER,KISHANGARH SILORA,TIKAWARA,,1,6
188,AJMER,KISHANGARH SILORA,TILONIYA,,1,6
189,AJMER,KISHANGARH SILORA,TYOD,,1,6
190,BEAWAR,MASOODA,ANDHI DEORI,,2,7
191,BEAWAR,MASOODA,BARAL-II,,2,7
192,BEAWAR,MASOODA,BARI,Urbanies,2,7
193,BEAWAR,MASOODA,BEGALIYAWAS,,2,7
194,BEAWAR,MASOODA,DAULATPURA-I,,2,7
195,BEAWAR,MASOODA,DAULATPURA-II,,2,7
196,BEAWAR,MASOODA,DEOMALI,,2,7
197,BEAWAR,MASOODA,DEOPURA,,2,7
198,BEAWAR,MASOODA,DEVMANGRI,,2,7
199,BEAWAR,MASOODA,DEWAS,,2,7
200,BEAWAR,MASOODA,DHOLA DANTA,,2,7
201,BEAWAR,MASOODA,HANOOTIYA,,2,7
202,BEAWAR,MASOODA,HARRAJPURA,,2,7
203,BEAWAR,MASOODA,JALIYA II,,2,7
204,BEAWAR,MASOODA,JAMOLA,,2,7
205,BEAWAR,MASOODA,JEEVANA,,2,7
206,BEAWAR,MASOODA,JHANK,,2,7
207,BEAWAR,MASOODA,KANA KHERA,,2,7
208,BEAWAR,MASOODA,KHARWA,,2,7
209,BEAWAR,MASOODA,KHEEMPURA,,2,7
210,BEAWAR,MASOODA,KIRAP,,2,7
211,BEAWAR,MASOODA,LODIYANA,,2,7
212,BEAWAR,MASOODA,LOOLWA,,2,7
213,BEAWAR,MASOODA,MANPURA,,2,7
214,BEAWAR,MASOODA,MASOODA,,2,7
215,BEAWAR,MASOODA,MAYLA,,2,7
216,BEAWAR,MASOODA,MOYANA,,2,7
217,BEAWAR,MASOODA,NADI,,2,7
218,BEAWAR,MASOODA,NANDWARA,,2,7
219,BEAWAR,MASOODA,NAYAGAON,,2,7
220,BEAWAR,MASOODA,PEEPLAJ,,2,7
221,BEAWAR,MASOODA,RAMGARH,,2,7
222,BEAWAR,MASOODA,SATAWARIYA,,2,7
223,BEAWAR,MASOODA,SATHANA,,2,7
224,BEAWAR,MASOODA,SHERGARH,,2,7
225,BEAWAR,MASOODA,SHIVNAGAR,,2,7
226,BEAWAR,MASOODA,SHIVPURA GHATA,,2,7
227,BEAWAR,MASOODA,SHYAM GARH,,2,7
228,BEAWAR,MASOODA,SIKHRANI,,2,7
229,BEAWAR,MASOODA,UTTAMI,,2,7
230,AJMER,PISANGAN,ALIPURA,,1,8
231,AJMER,PISANGAN,BHAGWANPURA,,1,8
232,AJMER,PISANGAN,BHATSOORI,,1,8
233,AJMER,PISANGAN,BIDKACHIYAWAS,,1,8
234,AJMER,PISANGAN,BUDHWARA,,1,8
235,AJMER,PISANGAN,DANTRA,,1,8
236,AJMER,PISANGAN,DODIYANA,,1,8
237,AJMER,PISANGAN,GOLA,,1,8
238,AJMER,PISANGAN,GOVINDGARH,,1,8
239,AJMER,PISANGAN,JASWANTPURA,,1,8
240,AJMER,PISANGAN,JETHANA,,1,8
241,AJMER,PISANGAN,KALESARA,,1,8
242,AJMER,PISANGAN,KARNOS,,1,8
243,AJMER,PISANGAN,KESARPURA MEWARIYA,,1,8
244,AJMER,PISANGAN,KESHARPURA,,1,8
245,AJMER,PISANGAN,LAMANA,,1,8
246,AJMER,PISANGAN,LEERI,,1,8
247,AJMER,PISANGAN,MAKRERA,,1,8
248,AJMER,PISANGAN,MANGALIYAWAS,,1,8
249,AJMER,PISANGAN,NAGELAO,,1,8
250,AJMER,PISANGAN,PAGARA,,1,8
251,AJMER,PISANGAN,PEESANGAN,Urbanies,1,8
252,AJMER,PISANGAN,PICHOLIYA,,1,8
253,AJMER,PISANGAN,RAMPURA DABLA,,1,8
254,AJMER,SARWAR,ARWAR,,1,9
255,AJMER,SARWAR,BHAGWANPURA,,1,9
256,AJMER,SARWAR,BHATOLAO,,1,9
257,AJMER,SARWAR,BIRLA,,1,9
258,AJMER,SARWAR,CHANDMA,,1,9
259,AJMER,SARWAR,FATEHGARH,,1,9
260,AJMER,SARWAR,GOPALPURA,,1,9
261,AJMER,SARWAR,GOYLA,,1,9
262,AJMER,SARWAR,HARPURA,,1,9
263,AJMER,SARWAR,HINGONIYAN,,1,9
264,AJMER,SARWAR,JADANA,,1,9
265,AJMER,SARWAR,JOTAYAN,,1,9
266,AJMER,SARWAR,KALYANPURA,,1,9
267,AJMER,SARWAR,KEBANIYA,,1,9
268,AJMER,SARWAR,KHEERIYA,,1,9
269,AJMER,SARWAR,SADAPUR,,1,9
270,AJMER,SARWAR,SAPLA,,1,9
271,AJMER,SARWAR,SARANA,,1,9
272,AJMER,SARWAR,SATOLAO,,1,9
273,AJMER,SARWAR,SHERGARH,,1,9
274,AJMER,SARWAR,SHOKALIYA,,1,9
275,AJMER,SARWAR,SOONPA,,1,9
276,AJMER,SARWAR,SUNARIYA,,1,9
277,AJMER,SARWAR,SYAR,,1,9
278,AJMER,SARWAR,TAJPURA,,1,9
279,AJMER,SARWAR,TANTOTI,Urbanies,1,9
280,AJMER,SAWAR,ALOLI,,1,10
281,AJMER,SAWAR,AMALI,,1,10
282,AJMER,SAWAR,BAJTA,,1,10
283,AJMER,SAWAR,BARH KA JHOPRA,,1,10
284,AJMER,SAWAR,BHANDAWAS,,1,10
285,AJMER,SAWAR,CHEETIWAS,,1,10
286,AJMER,SAWAR,DHOONDHARI,,1,10
287,AJMER,SAWAR,GHATIYALI,,1,10
288,AJMER,SAWAR,GIRWARPURA,,1,10
289,AJMER,SAWAR,GORDHA,,1,10
290,AJMER,SAWAR,GULGAON,,1,10
291,AJMER,SAWAR,KALERA KANWARJI,,1,10
292,AJMER,SAWAR,KUSHAYATA,,1,10
293,AJMER,SAWAR,MEHROO KALAN,,1,10
294,AJMER,SAWAR,NAYAGAON MEENA,,1,10
295,AJMER,SAWAR,PARA,,1,10
296,AJMER,SAWAR,PEEPLAJ,,1,10
297,AJMER,SAWAR,SADARA,,1,10
298,AJMER,SAWAR,SADARI,,1,10
299,AJMER,SAWAR,TANKAWAS,,1,10
300,AJMER,SRINAGAR,BAGHSURI,,1,11
301,AJMER,SRINAGAR,BHATIYANI,,1,11
302,AJMER,SRINAGAR,BHAWANI KHERA,,1,11
303,AJMER,SRINAGAR,BITHOOR,,1,11
304,AJMER,SRINAGAR,DERATHOO,,1,11
305,AJMER,SRINAGAR,DHAL,,1,11
306,AJMER,SRINAGAR,DILWARA,,1,11
307,AJMER,SRINAGAR,JHARWASA,,1,11
308,AJMER,SRINAGAR,JILAWARA,,1,11
309,AJMER,SRINAGAR,KANA KHERI,,1,11
310,AJMER,SRINAGAR,KANPURA,,1,11
311,AJMER,SRINAGAR,LAVERA,,1,11
312,AJMER,SRINAGAR,LOHARWARA,,1,11
313,AJMER,SRINAGAR,MAOSHIYA,,1,11
314,AJMER,SRINAGAR,NANDLA,Urbanies,1,11
315,AJMER,SRINAGAR,NYARA,,1,11
316,AJMER,SRINAGAR,PHARKIYA,,1,11
317,AJMER,SRINAGAR,RAJGARH,,1,11
318,AJMER,SRINAGAR,RAJOSI,,1,11
319,AJMER,SRINAGAR,RAMSAR,,1,11
320,AJMER,SRINAGAR,SAMPRODA,,1,11
321,AJMER,SRINAGAR,SANOD,,1,11
322,AJMER,SRINAGAR,SRINAGAR,,1,11
323,AJMER,SRINAGAR,TIHARI,,1,11
324,AJMER,SRINAGAR,TILANA,,1,11
325,KOTPUTLI-BEHROR,BANSUR,ALAMPUR,,3,12
326,KOTPUTLI-BEHROR,BANSUR,BABARIYA,,3,12
327,KOTPUTLI-BEHROR,BANSUR,BABERA,,3,12
328,KOTPUTLI-BEHROR,BANSUR,BABERI,,3,12
329,KOTPUTLI-BEHROR,BANSUR,BAHRAM KA BAS,,3,12
330,KOTPUTLI-BEHROR,BANSUR,BALAWAS,,3,12
331,KOTPUTLI-BEHROR,BANSUR,BAMANWAS,,3,12
332,KOTPUTLI-BEHROR,BANSUR,BAS DAYAL,,3,12
333,KOTPUTLI-BEHROR,BANSUR,BHAGGOO KA BAS,,3,12
334,KOTPUTLI-BEHROR,BANSUR,BHOOPSERA,,3,12
335,KOTPUTLI-BEHROR,BANSUR,BILALI,,3,12
336,KOTPUTLI-BEHROR,BANSUR,BURJA,,3,12
337,KOTPUTLI-BEHROR,BANSUR,BUTERI,,3,12
338,KOTPUTLI-BEHROR,BANSUR,CHATARPURA,,3,12
339,KOTPUTLI-BEHROR,BANSUR,CHHEEND,,3,12
340,KOTPUTLI-BEHROR,BANSUR,CHOOLA,,3,12
341,KOTPUTLI-BEHROR,BANSUR,DEOSAN,,3,12
342,KOTPUTLI-BEHROR,BANSUR,GIROODI,,3,12
343,KOTPUTLI-BEHROR,BANSUR,GOONTA,,3,12
344,KOTPUTLI-BEHROR,BANSUR,GYANPURA,Urbanies,3,12
345,KOTPUTLI-BEHROR,BANSUR,HAJIPUR,,3,12
346,KOTPUTLI-BEHROR,BANSUR,HAMEERPUR,,3,12
347,KOTPUTLI-BEHROR,BANSUR,HARSORA,,3,12
348,KOTPUTLI-BEHROR,BANSUR,HOLAWAS,,3,12
349,KOTPUTLI-BEHROR,BANSUR,INDRADA,,3,12
350,KOTPUTLI-BEHROR,BANSUR,ISRAKA BAS,,3,12
351,KOTPUTLI-BEHROR,BANSUR,KALYANPURA,,3,12
352,KOTPUTLI-BEHROR,BANSUR,KHERA,,3,12
353,KOTPUTLI-BEHROR,BANSUR,KHOHRI,,3,12
354,KOTPUTLI-BEHROR,BANSUR,KISHORPURA,,3,12
355,KOTPUTLI-BEHROR,BANSUR,LEKRI,,3,12
356,KOTPUTLI-BEHROR,BANSUR,LOYATI,,3,12
357,KOTPUTLI-BEHROR,BANSUR,MAHANPUR,,3,12
358,KOTPUTLI-BEHROR,BANSUR,MAJRA AHEER,,3,12
359,KOTPUTLI-BEHROR,BANSUR,MANCHI,,3,12
360,KOTPUTLI-BEHROR,BANSUR,MOTHOOKA,,3,12
361,KOTPUTLI-BEHROR,BANSUR,NANGAL LAKHA,,3,12
362,KOTPUTLI-BEHROR,BANSUR,NAYA BAS,,3,12
363,KOTPUTLI-BEHROR,BANSUR,NEEMOOCHANA,,3,12
364,KOTPUTLI-BEHROR,BANSUR,RAMPUR,,3,12
365,KOTPUTLI-BEHROR,BANSUR,RASNALI,,3,12
366,KOTPUTLI-BEHROR,BANSUR,RATANPURA KARANA,,3,12
367,KOTPUTLI-BEHROR,BANSUR,SABALPURA,,3,12
368,KOTPUTLI-BEHROR,BANSUR,SHAHPUR,,3,12
369,KOTPUTLI-BEHROR,BANSUR,SHYAMPURA,,3,12
370,KOTPUTLI-BEHROR,BANSUR,TOORANA,,3,12
371,KOTPUTLI-BEHROR,BEHROR,ANTPURA,,3,13
372,KOTPUTLI-BEHROR,BEHROR,BASAI,,3,13
373,KOTPUTLI-BEHROR,BEHROR,BHAGWARI KHURD,,3,13
374,KOTPUTLI-BEHROR,BEHROR,BOORHWAL,,3,13
375,KOTPUTLI-BEHROR,BEHROR,DAHMI,Urbanies,3,13
376,KOTPUTLI-BEHROR,BEHROR,DHOONDHARIYA,,3,13
377,KOTPUTLI-BEHROR,BEHROR,GADHOJ,,3,13
378,KOTPUTLI-BEHROR,BEHROR,GANDALA,,3,13
379,KOTPUTLI-BEHROR,BEHROR,GOONTI,Urbanies,3,13
380,KOTPUTLI-BEHROR,BEHROR,GUJARWAS,,3,13
381,KOTPUTLI-BEHROR,BEHROR,HAMEEDPUR,Urbanies,3,13
382,KOTPUTLI-BEHROR,BEHROR,JAGUWAS,Urbanies,3,13
383,KOTPUTLI-BEHROR,BEHROR,JAINPURWAS,,3,13
384,KOTPUTLI-BEHROR,BEHROR,JAKHRANA KALAN,,3,13
385,KOTPUTLI-BEHROR,BEHROR,JAT GAONRA,,3,13
386,KOTPUTLI-BEHROR,BEHROR,KANKAR DOPA,Urbanies,3,13
387,KOTPUTLI-BEHROR,BEHROR,KARODA,,3,13
388,KOTPUTLI-BEHROR,BEHROR,KHARKHARA,Urbanies,3,13
389,KOTPUTLI-BEHROR,BEHROR,KHOHAR,,3,13
390,KOTPUTLI-BEHROR,BEHROR,KHOHRI,Urbanies,3,13
391,KOTPUTLI-BEHROR,BEHROR,KOHRANA,,3,13
392,KOTPUTLI-BEHROR,BEHROR,MACHAL,Urbanies,3,13
393,KOTPUTLI-BEHROR,BEHROR,MAHARAJWAS,,3,13
394,KOTPUTLI-BEHROR,BEHROR,MOHAMMADPUR,,3,13
395,KOTPUTLI-BEHROR,BEHROR,NAGAL KHODIYA,Urbanies,3,13
396,KOTPUTLI-BEHROR,BEHROR,PAHARI,,3,13
397,KOTPUTLI-BEHROR,BEHROR,RAMSINGHPURA,Urbanies,3,13
398,KOTPUTLI-BEHROR,BEHROR,RIWALI,Urbanies,3,13
399,KOTPUTLI-BEHROR,BEHROR,SHERPUR,Urbanies,3,13
400,KOTPUTLI-BEHROR,BEHROR,TASEENG,,3,13
401,KOTPUTLI-BEHROR,BEHROR,UNTOLI,,3,13
402,ALWAR,GOVINDGARH (ALWAR),BAROLI,,4,14
403,ALWAR,GOVINDGARH (ALWAR),BHAINSRAWAT,,4,14
404,ALWAR,GOVINDGARH (ALWAR),BUTYANA,,4,14
405,ALWAR,GOVINDGARH (ALWAR),CHIDWAI,,4,14
406,ALWAR,GOVINDGARH (ALWAR),DONGRI,,4,14
407,ALWAR,GOVINDGARH (ALWAR),GHAT,,4,14
408,ALWAR,GOVINDGARH (ALWAR),INDPUR,,4,14
409,ALWAR,GOVINDGARH (ALWAR),ITERA,,4,14
410,ALWAR,GOVINDGARH (ALWAR),KHARSANKI,,4,14
411,ALWAR,GOVINDGARH (ALWAR),KHERA MAHMOOD,,4,14
412,ALWAR,GOVINDGARH (ALWAR),MALPUR,,4,14
413,ALWAR,GOVINDGARH (ALWAR),MOLIYA,,4,14
414,ALWAR,GOVINDGARH (ALWAR),NASWARI,,4,14
415,ALWAR,GOVINDGARH (ALWAR),NIZAM NAGAR,Urbanies,4,14
416,ALWAR,GOVINDGARH (ALWAR),NYANA,,4,14
417,ALWAR,GOVINDGARH (ALWAR),PHAHRI,,4,14
418,ALWAR,GOVINDGARH (ALWAR),RAMWAS,Urbanies,4,14
419,ALWAR,GOVINDGARH (ALWAR),RONPUR,,4,14
420,ALWAR,GOVINDGARH (ALWAR),SAIDAMPUR,,4,14
421,ALWAR,GOVINDGARH (ALWAR),SALEMA KHURD,,4,14
422,ALWAR,GOVINDGARH (ALWAR),SHEETAL,,4,14
423,ALWAR,GOVINDGARH (ALWAR),TALRA,,4,14
424,ALWAR,GOVINDGARH (ALWAR),TILVAD,,4,14
425,ALWAR,KATHUMAR,ADOLI,,4,15
426,ALWAR,KATHUMAR,ARROOWA,,4,15
427,ALWAR,KATHUMAR,BAHRAMPURA,,4,15
428,ALWAR,KATHUMAR,BAHTOO KALAN,,4,15
429,ALWAR,KATHUMAR,BARODAKAN,,4,15
430,ALWAR,KATHUMAR,BASETH,,4,15
431,ALWAR,KATHUMAR,BERKA,,4,15
432,ALWAR,KATHUMAR,BHANOKHAR,,4,15
433,ALWAR,KATHUMAR,DANTIYA,,4,15
434,ALWAR,KATHUMAR,DARODA,,4,15
435,ALWAR,KATHUMAR,DOROLI,,4,15
436,ALWAR,KATHUMAR,GAROO,,4,15
437,ALWAR,KATHUMAR,INDRA COLONY,,4,15
438,ALWAR,KATHUMAR,ISHROTA,,4,15
439,ALWAR,KATHUMAR,JADLA,,4,15
440,ALWAR,KATHUMAR,JAHADOO,,4,15
441,ALWAR,KATHUMAR,JATWARA,,4,15
442,ALWAR,KATHUMAR,KALWARI,,4,15
443,ALWAR,KATHUMAR,KHERA MEDA,,4,15
444,ALWAR,KATHUMAR,KHERA TARF KALYANPURA,,4,15
445,ALWAR,KATHUMAR,KHERLI REL,,4,15
446,ALWAR,KATHUMAR,KHOH,,4,15
447,ALWAR,KATHUMAR,KHONKHAR,,4,15
448,ALWAR,KATHUMAR,KUTTIN SAHABDAS,,4,15
449,ALWAR,KATHUMAR,MAITHNA,,4,15
450,ALWAR,KATHUMAR,MANGOLAKI,,4,15
451,ALWAR,KATHUMAR,MASARI,,4,15
452,ALWAR,KATHUMAR,MATHURA HERA,,4,15
453,ALWAR,KATHUMAR,NAHAR KHOHRA,,4,15
454,ALWAR,KATHUMAR,NANGAL ROOPA,,4,15
455,ALWAR,KATHUMAR,NATOJ,,4,15
456,ALWAR,KATHUMAR,NOORPUR,,4,15
457,ALWAR,KATHUMAR,RAMPURA PATAN,,4,15
458,ALWAR,KATHUMAR,RETA,,4,15
459,ALWAR,KATHUMAR,RONEEJA THAN,,4,15
460,ALWAR,KATHUMAR,SAHARI,,4,15
461,ALWAR,KATHUMAR,SALWARI,,4,15
462,ALWAR,KATHUMAR,SAMOOCHI,,4,15
463,ALWAR,KATHUMAR,SONKH,,4,15
464,ALWAR,KATHUMAR,SONKHAR (RURAL),,4,15
465,ALWAR,KATHUMAR,SONKHARI,,4,15
466,ALWAR,KATHUMAR,TASAI,,4,15
467,ALWAR,KATHUMAR,TEEKRI,,4,15
468,ALWAR,KATHUMAR,TIGARIYA,,4,15
469,ALWAR,KATHUMAR,TITPURI,,4,15
470,ALWAR,KATHUMAR,TODA,,4,15
471,KHAIRTHAL-TIJARA,KISHANGARH BAS,BAGHERI KALAN,,5,16
