GP ID,Old District Name,New District,Block Name,GP Name,Urbanies,District ID,Block ID
1.0,AJMER,AJMER,AJMER RURAL,AJAYSAR,,1.0,1.0
2.0,AJMER,AJMER,AJMER RURAL,ARADKA,,1.0,1.0
3.0,AJMER,AJMER,AJMER RURAL,BABAYACHA,,1.0,1.0
4.0,AJMER,AJMER,AJMER RURAL,BANSELI,,1.0,1.0
5.0,AJMER,AJMER,AJMER RURAL,BARLIYA,,1.0,1.0
6.0,AJMER,AJMER,AJMER RURAL,BEER,,1.0,1.0
7.0,AJMER,AJMER,AJMER RURAL,BHANWTA,,1.0,1.0
8.0,AJMER,AJMER,AJMER RURAL,BHOODOL,,1.0,1.0
9.0,AJMER,AJMER,AJMER RURAL,BUBANI,,1.0,1.0
10.0,AJMER,AJMER,AJMER RURAL,CHACHIYAWAS,,1.0,1.0
11.0,AJMER,AJMER,AJMER RURAL,DANTA,,1.0,1.0
12.0,AJMER,AJMER,AJMER RURAL,DAURAI,,1.0,1.0
13.0,AJMER,AJMER,AJMER RURAL,DEO NAGAR,,1.0,1.0
14.0,AJMER,AJMER,AJMER RURAL,DOOMARA,,1.0,1.0
15.0,AJMER,AJMER,AJMER RURAL,GAGWANA,,1.0,1.0
16.0,AJMER,AJMER,AJMER RURAL,GANAHERA,,1.0,1.0
17.0,AJMER,AJMER,AJMER RURAL,GEGAL,,1.0,1.0
18.0,AJMER,AJMER,AJMER RURAL,GHOOGHRA,,1.0,1.0
19.0,AJMER,AJMER,AJMER RURAL,GODIYAWAS,,1.0,1.0
20.0,AJMER,AJMER,AJMER RURAL,HATHI KHERA,Urbanies,1.0,1.0
21.0,AJMER,AJMER,AJMER RURAL,HATOONDI,,1.0,1.0
22.0,AJMER,AJMER,AJMER RURAL,KADEL,,1.0,1.0
23.0,AJMER,AJMER,AJMER RURAL,KANAS.,,1.0,1.0
24.0,AJMER,AJMER,AJMER RURAL,KAYAD,,1.0,1.0
25.0,AJMER,AJMER,AJMER RURAL,KAYAMPURA,,1.0,1.0
26.0,AJMER,AJMER,AJMER RURAL,KHORI,,1.0,1.0
27.0,AJMER,AJMER,AJMER RURAL,MAKARWALI,,1.0,1.0
28.0,AJMER,AJMER,AJMER RURAL,MAYAPUR,,1.0,1.0
29.0,AJMER,AJMER,AJMER RURAL,NAND,,1.0,1.0
30.0,AJMER,AJMER,AJMER RURAL,NARELI,,1.0,1.0
31.0,AJMER,AJMER,AJMER RURAL,NARWAR,,1.0,1.0
32.0,AJMER,AJMER,AJMER RURAL,OONTRA,,1.0,1.0
33.0,AJMER,AJMER,AJMER RURAL,PALRA,,1.0,1.0
34.0,AJMER,AJMER,AJMER RURAL,RAMNER DHANI,,1.0,1.0
35.0,AJMER,AJMER,AJMER RURAL,RASOOLPURA,,1.0,1.0
36.0,AJMER,AJMER,AJMER RURAL,SARADHANA,,1.0,1.0
37.0,AJMER,AJMER,AJMER RURAL,SARANA,,1.0,1.0
38.0,AJMER,AJMER,AJMER RURAL,SEDARIYA,,1.0,1.0
39.0,AJMER,AJMER,AJMER RURAL,SOMALPUR,,1.0,1.0
40.0,AJMER,AJMER,AJMER RURAL,TABEEJI,,1.0,1.0
41.0,AJMER,AJMER,AJMER RURAL,TILORA,,1.0,1.0
1.0,AJMER,AJMER,ARAIN,AAKODIYA,,1.0,2.0
2.0,AJMER,AJMER,ARAIN,ARAIN,,1.0,2.0
3.0,AJMER,AJMER,ARAIN,BAROL,,1.0,2.0
4.0,AJMER,AJMER,ARAIN,BHAGWANTPURA,,1.0,2.0
5.0,AJMER,AJMER,ARAIN,BHAMOLAV,,1.0,2.0
6.0,AJMER,AJMER,ARAIN,BHOGADEET,,1.0,2.0
7.0,AJMER,AJMER,ARAIN,BORADA,,1.0,2.0
8.0,AJMER,AJMER,ARAIN,CHHOTA LAMBA,,1.0,2.0
9.0,AJMER,AJMER,ARAIN,DABRELA,,1.0,2.0
10.0,AJMER,AJMER,ARAIN,DADIYA,,1.0,2.0
11.0,AJMER,AJMER,ARAIN,DEOPURI,,1.0,2.0
12.0,AJMER,AJMER,ARAIN,DHASOOK,,1.0,2.0
13.0,AJMER,AJMER,ARAIN,GOTHIYANA,,1.0,2.0
14.0,AJMER,AJMER,ARAIN,JHEEROTA,,1.0,2.0
15.0,AJMER,AJMER,ARAIN,KAKALWARA,,1.0,2.0
16.0,AJMER,AJMER,ARAIN,KALANADA,,1.0,2.0
17.0,AJMER,AJMER,ARAIN,KASHEER,,1.0,2.0
18.0,AJMER,AJMER,ARAIN,KATSOORA,,1.0,2.0
19.0,AJMER,AJMER,ARAIN,MANDAWARIYA,,1.0,2.0
20.0,AJMER,AJMER,ARAIN,MANOHARPURA,,1.0,2.0
21.0,AJMER,AJMER,ARAIN,SANDOLIYA,,1.0,2.0
22.0,AJMER,AJMER,ARAIN,SIROONJ,,1.0,2.0
1.0,AJMER,AJMER,BHINAY,BANDANWARA,,1.0,3.0
2.0,AJMER,AJMER,BHINAY,BARGAON (SURKHAND),,1.0,3.0
3.0,AJMER,AJMER,BHINAY,BARLI,,1.0,3.0
4.0,AJMER,AJMER,BHINAY,BHINAY,,1.0,3.0
5.0,AJMER,AJMER,BHINAY,BOOBKIYA,,1.0,3.0
6.0,AJMER,AJMER,BHINAY,CHAPANERI,,1.0,3.0
7.0,AJMER,AJMER,BHINAY,CHHACHHUNDRA,,1.0,3.0
8.0,AJMER,AJMER,BHINAY,DEOLIYA KALAN,,1.0,3.0
9.0,AJMER,AJMER,BHINAY,DEVPURA,,1.0,3.0
10.0,AJMER,AJMER,BHINAY,DHANTOL,,1.0,3.0
11.0,AJMER,AJMER,BHINAY,EKALSEENGA,,1.0,3.0
12.0,AJMER,AJMER,BHINAY,GURHA KHURD,,1.0,3.0
13.0,AJMER,AJMER,BHINAY,KANAI KALAN,,1.0,3.0
14.0,AJMER,AJMER,BHINAY,KARANTI,,1.0,3.0
15.0,AJMER,AJMER,BHINAY,KEROT,,1.0,3.0
16.0,AJMER,AJMER,BHINAY,KUMHARIYA,,1.0,3.0
17.0,AJMER,AJMER,BHINAY,LAMGARA,,1.0,3.0
18.0,AJMER,AJMER,BHINAY,NAGOLA,,1.0,3.0
19.0,AJMER,AJMER,BHINAY,NANDSI,,1.0,3.0
20.0,AJMER,AJMER,BHINAY,PADALIYA,,1.0,3.0
21.0,AJMER,AJMER,BHINAY,PADANGA,,1.0,3.0
22.0,AJMER,AJMER,BHINAY,RAMMALIYA,,1.0,3.0
23.0,AJMER,AJMER,BHINAY,RATAKOT,,1.0,3.0
24.0,AJMER,AJMER,BHINAY,SINGAWAL,,1.0,3.0
25.0,AJMER,AJMER,BHINAY,SOBDI,,1.0,3.0
1.0,AJMER,BEAWAR,JAWAJA,ASAN,,2.0,1.0
2.0,AJMER,BEAWAR,JAWAJA,ATEETMAND,,2.0,1.0
3.0,AJMER,BEAWAR,JAWAJA,BADA KHERA (KHERA KALAN),,2.0,1.0
4.0,AJMER,BEAWAR,JAWAJA,BADIYA BHAU,,2.0,1.0
5.0,AJMER,BEAWAR,JAWAJA,BALAR,,2.0,1.0
6.0,AJMER,BEAWAR,JAWAJA,BAMANHERA,,2.0,1.0
7.0,AJMER,BEAWAR,JAWAJA,BANJARI,,2.0,1.0
8.0,AJMER,BEAWAR,JAWAJA,BAR KOCHARA,,2.0,1.0
9.0,AJMER,BEAWAR,JAWAJA,BARAKHAN,,2.0,1.0
10.0,AJMER,BEAWAR,JAWAJA,BEAWAR KHAS,,2.0,1.0
11.0,AJMER,BEAWAR,JAWAJA,BHAIROO KHERA,,2.0,1.0
12.0,AJMER,BEAWAR,JAWAJA,DELWARA,Urbanies,2.0,1.0
13.0,AJMER,BEAWAR,JAWAJA,DEWATA,,2.0,1.0
14.0,AJMER,BEAWAR,JAWAJA,DURGAWAS,,2.0,1.0
15.0,AJMER,BEAWAR,JAWAJA,FATEHGARH SALLA,,2.0,1.0
16.0,AJMER,BEAWAR,JAWAJA,GANESHPURA,Urbanies,2.0,1.0
17.0,AJMER,BEAWAR,JAWAJA,GOHANA,,2.0,1.0
18.0,AJMER,BEAWAR,JAWAJA,GOVINDPURA,Urbanies,2.0,1.0
19.0,AJMER,BEAWAR,JAWAJA,JALIYA-I,,2.0,1.0
20.0,AJMER,BEAWAR,JAWAJA,JAWAJA,,2.0,1.0
21.0,AJMER,BEAWAR,JAWAJA,KABRA,,2.0,1.0
22.0,AJMER,BEAWAR,JAWAJA,KISHANPURA,,2.0,1.0
23.0,AJMER,BEAWAR,JAWAJA,KOTRA,,2.0,1.0
24.0,AJMER,BEAWAR,JAWAJA,LASADIYA,,2.0,1.0
25.0,AJMER,BEAWAR,JAWAJA,LOTIYANA,,2.0,1.0
26.0,AJMER,BEAWAR,JAWAJA,MALATON KI BER,,2.0,1.0
27.0,AJMER,BEAWAR,JAWAJA,MALPURA,,2.0,1.0
28.0,AJMER,BEAWAR,JAWAJA,MEDIYA,Urbanies,2.0,1.0
29.0,AJMER,BEAWAR,JAWAJA,NAI KALAN,,2.0,1.0
30.0,AJMER,BEAWAR,JAWAJA,NARBAD KHERA,,2.0,1.0
31.0,AJMER,BEAWAR,JAWAJA,NOONDRI MAHINDRATAN,Urbanies,2.0,1.0
32.0,AJMER,BEAWAR,JAWAJA,NOONDRI MALDEO,,2.0,1.0
33.0,AJMER,BEAWAR,JAWAJA,PAKHRIYAWAS,,2.0,1.0
34.0,AJMER,BEAWAR,JAWAJA,RAJIYAWAS,,2.0,1.0
35.0,AJMER,BEAWAR,JAWAJA,RAWATMALA,,2.0,1.0
36.0,AJMER,BEAWAR,JAWAJA,ROOPNAGAR,,2.0,1.0
37.0,AJMER,BEAWAR,JAWAJA,SARMALIYA,,2.0,1.0
38.0,AJMER,BEAWAR,JAWAJA,SARVEENA,,2.0,1.0
39.0,AJMER,BEAWAR,JAWAJA,SATOO KHERA,,2.0,1.0
40.0,AJMER,BEAWAR,JAWAJA,SHAHPURA,,2.0,1.0
41.0,AJMER,BEAWAR,JAWAJA,SUHAWA,,2.0,1.0
42.0,AJMER,BEAWAR,JAWAJA,SURADIYA,,2.0,1.0
43.0,AJMER,BEAWAR,JAWAJA,SURAJPURA,,2.0,1.0
44.0,AJMER,BEAWAR,JAWAJA,TARAGARH,,2.0,1.0
45.0,AJMER,BEAWAR,JAWAJA,TATGARH,,2.0,1.0
46.0,AJMER,BEAWAR,JAWAJA,THEEKRANA MENDRATAN,,2.0,1.0
1.0,AJMER,AJMER,KEKRI,AJGARA,,1.0,4.0
2.0,AJMER,AJMER,KEKRI,BAGHERA,,1.0,4.0
3.0,AJMER,AJMER,KEKRI,BHARAI,,1.0,4.0
4.0,AJMER,AJMER,KEKRI,BHEEMRAWAS,,1.0,4.0
5.0,AJMER,AJMER,KEKRI,DEOGAON,,1.0,4.0
6.0,AJMER,AJMER,KEKRI,JOONIYA,,1.0,4.0
7.0,AJMER,AJMER,KEKRI,KADERA,,1.0,4.0
8.0,AJMER,AJMER,KEKRI,KALERA KRISHNA GOPAL,,1.0,4.0
9.0,AJMER,AJMER,KEKRI,KANOJ,,1.0,4.0
10.0,AJMER,AJMER,KEKRI,KHAWAS,,1.0,4.0
11.0,AJMER,AJMER,KEKRI,KOHADA,,1.0,4.0
12.0,AJMER,AJMER,KEKRI,LALLAI,,1.0,4.0
13.0,AJMER,AJMER,KEKRI,LASADIYA,,1.0,4.0
14.0,AJMER,AJMER,KEKRI,MANKHAND,,1.0,4.0
15.0,AJMER,AJMER,KEKRI,MEODA KALAN,,1.0,4.0
16.0,AJMER,AJMER,KEKRI,MOLKIYA,,1.0,4.0
17.0,AJMER,AJMER,KEKRI,NAIKI,,1.0,4.0
18.0,AJMER,AJMER,KEKRI,NIMOD,,1.0,4.0
19.0,AJMER,AJMER,KEKRI,PRANHEDA,,1.0,4.0
20.0,AJMER,AJMER,KEKRI,RAMPALI,,1.0,4.0
21.0,AJMER,AJMER,KEKRI,SALARI,,1.0,4.0
22.0,AJMER,AJMER,KEKRI,SARSARI,,1.0,4.0
1.0,AJMER,AJMER,KISHANGARH SILORA,AMARPURA,,1.0,5.0
2.0,AJMER,AJMER,KISHANGARH SILORA,BANDAR SEENDRI,,1.0,5.0
3.0,AJMER,AJMER,KISHANGARH SILORA,BARNA,,1.0,5.0
4.0,AJMER,AJMER,KISHANGARH SILORA,BHADOON,,1.0,5.0
5.0,AJMER,AJMER,KISHANGARH SILORA,BHILAWAT,,1.0,5.0
6.0,AJMER,AJMER,KISHANGARH SILORA,BUHAROO,,1.0,5.0
7.0,AJMER,AJMER,KISHANGARH SILORA,DEENDWARA,,1.0,5.0
8.0,AJMER,AJMER,KISHANGARH SILORA,HARMARA,,1.0,5.0
9.0,AJMER,AJMER,KISHANGARH SILORA,JAJOTA,,1.0,5.0
10.0,AJMER,AJMER,KISHANGARH SILORA,KADHA,,1.0,5.0
11.0,AJMER,AJMER,KISHANGARH SILORA,KARKERI,,1.0,5.0
12.0,AJMER,AJMER,KISHANGARH SILORA,KHATOLI,,1.0,5.0
13.0,AJMER,AJMER,KISHANGARH SILORA,KOTRI,,1.0,5.0
14.0,AJMER,AJMER,KISHANGARH SILORA,KUCHEEL,,1.0,5.0
15.0,AJMER,AJMER,KISHANGARH SILORA,MALION KI BARI,,1.0,5.0
16.0,AJMER,AJMER,KISHANGARH SILORA,MOTIPURA,,1.0,5.0
17.0,AJMER,AJMER,KISHANGARH SILORA,NALOO,,1.0,5.0
18.0,AJMER,AJMER,KISHANGARH SILORA,NAWA,,1.0,5.0
19.0,AJMER,AJMER,KISHANGARH SILORA,NOSAL,,1.0,5.0
20.0,AJMER,AJMER,KISHANGARH SILORA,PANER,,1.0,5.0
21.0,AJMER,AJMER,KISHANGARH SILORA,PATAN,,1.0,5.0
22.0,AJMER,AJMER,KISHANGARH SILORA,PEENGLOD,,1.0,5.0
23.0,AJMER,AJMER,KISHANGARH SILORA,RALAWATAN,,1.0,5.0
24.0,AJMER,AJMER,KISHANGARH SILORA,ROOPANGARH,,1.0,5.0
25.0,AJMER,AJMER,KISHANGARH SILORA,SALEMABAD,,1.0,5.0
26.0,AJMER,AJMER,KISHANGARH SILORA,SARGAON,,1.0,5.0
27.0,AJMER,AJMER,KISHANGARH SILORA,SILORA,,1.0,5.0
28.0,AJMER,AJMER,KISHANGARH SILORA,SINODIYA,,1.0,5.0
29.0,AJMER,AJMER,KISHANGARH SILORA,SURSURA,,1.0,5.0
30.0,AJMER,AJMER,KISHANGARH SILORA,THAL,,1.0,5.0
31.0,AJMER,AJMER,KISHANGARH SILORA,TIKAWARA,,1.0,5.0
32.0,AJMER,AJMER,KISHANGARH SILORA,TILONIYA,,1.0,5.0
33.0,AJMER,AJMER,KISHANGARH SILORA,TYOD,,1.0,5.0
1.0,AJMER,BEAWAR,MASOODA,ANDHI DEORI,,2.0,2.0
2.0,AJMER,BEAWAR,MASOODA,BARAL-II,,2.0,2.0
3.0,AJMER,BEAWAR,MASOODA,BARI,Urbanies,2.0,2.0
4.0,AJMER,BEAWAR,MASOODA,BEGALIYAWAS,,2.0,2.0
5.0,AJMER,BEAWAR,MASOODA,DAULATPURA-I,,2.0,2.0
6.0,AJMER,BEAWAR,MASOODA,DAULATPURA-II,,2.0,2.0
7.0,AJMER,BEAWAR,MASOODA,DEOMALI,,2.0,2.0
8.0,AJMER,BEAWAR,MASOODA,DEOPURA,,2.0,2.0
9.0,AJMER,BEAWAR,MASOODA,DEVMANGRI,,2.0,2.0
10.0,AJMER,BEAWAR,MASOODA,DEWAS,,2.0,2.0
11.0,AJMER,BEAWAR,MASOODA,DHOLA DANTA,,2.0,2.0
12.0,AJMER,BEAWAR,MASOODA,HANOOTIYA,,2.0,2.0
13.0,AJMER,BEAWAR,MASOODA,HARRAJPURA,,2.0,2.0
14.0,AJMER,BEAWAR,MASOODA,JALIYA II,,2.0,2.0
15.0,AJMER,BEAWAR,MASOODA,JAMOLA,,2.0,2.0
16.0,AJMER,BEAWAR,MASOODA,JEEVANA,,2.0,2.0
17.0,AJMER,BEAWAR,MASOODA,JHANK,,2.0,2.0
18.0,AJMER,BEAWAR,MASOODA,KANA KHERA,,2.0,2.0
19.0,AJMER,BEAWAR,MASOODA,KHARWA,,2.0,2.0
20.0,AJMER,BEAWAR,MASOODA,KHEEMPURA,,2.0,2.0
21.0,AJMER,BEAWAR,MASOODA,KIRAP,,2.0,2.0
22.0,AJMER,BEAWAR,MASOODA,LODIYANA,,2.0,2.0
23.0,AJMER,BEAWAR,MASOODA,LOOLWA,,2.0,2.0
24.0,AJMER,BEAWAR,MASOODA,MANPURA,,2.0,2.0
25.0,AJMER,BEAWAR,MASOODA,MASOODA,,2.0,2.0
26.0,AJMER,BEAWAR,MASOODA,MAYLA,,2.0,2.0
27.0,AJMER,BEAWAR,MASOODA,MOYANA,,2.0,2.0
28.0,AJMER,BEAWAR,MASOODA,NADI,,2.0,2.0
29.0,AJMER,BEAWAR,MASOODA,NANDWARA,,2.0,2.0
30.0,AJMER,BEAWAR,MASOODA,NAYAGAON,,2.0,2.0
31.0,AJMER,BEAWAR,MASOODA,PEEPLAJ,,2.0,2.0
32.0,AJMER,BEAWAR,MASOODA,RAMGARH,,2.0,2.0
33.0,AJMER,BEAWAR,MASOODA,SATAWARIYA,,2.0,2.0
34.0,AJMER,BEAWAR,MASOODA,SATHANA,,2.0,2.0
35.0,AJMER,BEAWAR,MASOODA,SHERGARH,,2.0,2.0
36.0,AJMER,BEAWAR,MASOODA,SHIVNAGAR,,2.0,2.0
37.0,AJMER,BEAWAR,MASOODA,SHIVPURA GHATA,,2.0,2.0
38.0,AJMER,BEAWAR,MASOODA,SHYAM GARH,,2.0,2.0
39.0,AJMER,BEAWAR,MASOODA,SIKHRANI,,2.0,2.0
40.0,AJMER,BEAWAR,MASOODA,UTTAMI,,2.0,2.0
1.0,AJMER,AJMER,PISANGAN,ALIPURA,,1.0,6.0
2.0,AJMER,AJMER,PISANGAN,BHAGWANPURA,,1.0,6.0
3.0,AJMER,AJMER,PISANGAN,BHATSOORI,,1.0,6.0
4.0,AJMER,AJMER,PISANGAN,BIDKACHIYAWAS,,1.0,6.0
5.0,AJMER,AJMER,PISANGAN,BUDHWARA,,1.0,6.0
6.0,AJMER,AJMER,PISANGAN,DANTRA,,1.0,6.0
7.0,AJMER,AJMER,PISANGAN,DODIYANA,,1.0,6.0
8.0,AJMER,AJMER,PISANGAN,GOLA,,1.0,6.0
9.0,AJMER,AJMER,PISANGAN,GOVINDGARH,,1.0,6.0
10.0,AJMER,AJMER,PISANGAN,JASWANTPURA,,1.0,6.0
11.0,AJMER,AJMER,PISANGAN,JETHANA,,1.0,6.0
12.0,AJMER,AJMER,PISANGAN,KALESARA,,1.0,6.0
13.0,AJMER,AJMER,PISANGAN,KARNOS,,1.0,6.0
14.0,AJMER,AJMER,PISANGAN,KESARPURA MEWARIYA,,1.0,6.0
15.0,AJMER,AJMER,PISANGAN,KESHARPURA,,1.0,6.0
16.0,AJMER,AJMER,PISANGAN,LAMANA,,1.0,6.0
17.0,AJMER,AJMER,PISANGAN,LEERI,,1.0,6.0
18.0,AJMER,AJMER,PISANGAN,MAKRERA,,1.0,6.0
19.0,AJMER,AJMER,PISANGAN,MANGALIYAWAS,,1.0,6.0
20.0,AJMER,AJMER,PISANGAN,NAGELAO,,1.0,6.0
21.0,AJMER,AJMER,PISANGAN,PAGARA,,1.0,6.0
22.0,AJMER,AJMER,PISANGAN,PEESANGAN,Urbanies,1.0,6.0
23.0,AJMER,AJMER,PISANGAN,PICHOLIYA,,1.0,6.0
24.0,AJMER,AJMER,PISANGAN,RAMPURA DABLA,,1.0,6.0
1.0,AJMER,AJMER,SARWAR,ARWAR,,1.0,7.0
2.0,AJMER,AJMER,SARWAR,BHAGWANPURA,,1.0,7.0
3.0,AJMER,AJMER,SARWAR,BHATOLAO,,1.0,7.0
4.0,AJMER,AJMER,SARWAR,BIRLA,,1.0,7.0
5.0,AJMER,AJMER,SARWAR,CHANDMA,,1.0,7.0
6.0,AJMER,AJMER,SARWAR,FATEHGARH,,1.0,7.0
7.0,AJMER,AJMER,SARWAR,GOPALPURA,,1.0,7.0
8.0,AJMER,AJMER,SARWAR,GOYLA,,1.0,7.0
9.0,AJMER,AJMER,SARWAR,HARPURA,,1.0,7.0
10.0,AJMER,AJMER,SARWAR,HINGONIYAN,,1.0,7.0
11.0,AJMER,AJMER,SARWAR,JADANA,,1.0,7.0
12.0,AJMER,AJMER,SARWAR,JOTAYAN,,1.0,7.0
13.0,AJMER,AJMER,SARWAR,KALYANPURA,,1.0,7.0
14.0,AJMER,AJMER,SARWAR,KEBANIYA,,1.0,7.0
15.0,AJMER,AJMER,SARWAR,KHEERIYA,,1.0,7.0
16.0,AJMER,AJMER,SARWAR,SADAPUR,,1.0,7.0
17.0,AJMER,AJMER,SARWAR,SAPLA,,1.0,7.0
18.0,AJMER,AJMER,SARWAR,SARANA,,1.0,7.0
19.0,AJMER,AJMER,SARWAR,SATOLAO,,1.0,7.0
20.0,AJMER,AJMER,SARWAR,SHERGARH,,1.0,7.0
21.0,AJMER,AJMER,SARWAR,SHOKALIYA,,1.0,7.0
22.0,AJMER,AJMER,SARWAR,SOONPA,,1.0,7.0
23.0,AJMER,AJMER,SARWAR,SUNARIYA,,1.0,7.0
24.0,AJMER,AJMER,SARWAR,SYAR,,1.0,7.0
25.0,AJMER,AJMER,SARWAR,TAJPURA,,1.0,7.0
26.0,AJMER,AJMER,SARWAR,TANTOTI,Urbanies,1.0,7.0
1.0,AJMER,AJMER,SAWAR,ALOLI,,1.0,8.0
2.0,AJMER,AJMER,SAWAR,AMALI,,1.0,8.0
3.0,AJMER,AJMER,SAWAR,BAJTA,,1.0,8.0
4.0,AJMER,AJMER,SAWAR,BARH KA JHOPRA,,1.0,8.0
5.0,AJMER,AJMER,SAWAR,BHANDAWAS,,1.0,8.0
6.0,AJMER,AJMER,SAWAR,CHEETIWAS,,1.0,8.0
7.0,AJMER,AJMER,SAWAR,DHOONDHARI,,1.0,8.0
8.0,AJMER,AJMER,SAWAR,GHATIYALI,,1.0,8.0
9.0,AJMER,AJMER,SAWAR,GIRWARPURA,,1.0,8.0
10.0,AJMER,AJMER,SAWAR,GORDHA,,1.0,8.0
11.0,AJMER,AJMER,SAWAR,GULGAON,,1.0,8.0
12.0,AJMER,AJMER,SAWAR,KALERA KANWARJI,,1.0,8.0
13.0,AJMER,AJMER,SAWAR,KUSHAYATA,,1.0,8.0
14.0,AJMER,AJMER,SAWAR,MEHROO KALAN,,1.0,8.0
15.0,AJMER,AJMER,SAWAR,NAYAGAON MEENA,,1.0,8.0
16.0,AJMER,AJMER,SAWAR,PARA,,1.0,8.0
17.0,AJMER,AJMER,SAWAR,PEEPLAJ,,1.0,8.0
18.0,AJMER,AJMER,SAWAR,SADARA,,1.0,8.0
19.0,AJMER,AJMER,SAWAR,SADARI,,1.0,8.0
20.0,AJMER,AJMER,SAWAR,TANKAWAS,,1.0,8.0
1.0,AJMER,AJMER,SRINAGAR,BAGHSURI,,1.0,9.0
2.0,AJMER,AJMER,SRINAGAR,BHATIYANI,,1.0,9.0
3.0,AJMER,AJMER,SRINAGAR,BHAWANI KHERA,,1.0,9.0
4.0,AJMER,AJMER,SRINAGAR,BITHOOR,,1.0,9.0
5.0,AJMER,AJMER,SRINAGAR,DERATHOO,,1.0,9.0
6.0,AJMER,AJMER,SRINAGAR,DHAL,,1.0,9.0
7.0,AJMER,AJMER,SRINAGAR,DILWARA,,1.0,9.0
8.0,AJMER,AJMER,SRINAGAR,JHARWASA,,1.0,9.0
9.0,AJMER,AJMER,SRINAGAR,JILAWARA,,1.0,9.0
10.0,AJMER,AJMER,SRINAGAR,KANA KHERI,,1.0,9.0
11.0,AJMER,AJMER,SRINAGAR,KANPURA,,1.0,9.0
12.0,AJMER,AJMER,SRINAGAR,LAVERA,,1.0,9.0
13.0,AJMER,AJMER,SRINAGAR,LOHARWARA,,1.0,9.0
14.0,AJMER,AJMER,SRINAGAR,MAOSHIYA,,1.0,9.0
15.0,AJMER,AJMER,SRINAGAR,NANDLA,Urbanies,1.0,9.0
16.0,AJMER,AJMER,SRINAGAR,NYARA,,1.0,9.0
17.0,AJMER,AJMER,SRINAGAR,PHARKIYA,,1.0,9.0
18.0,AJMER,AJMER,SRINAGAR,RAJGARH,,1.0,9.0
19.0,AJMER,AJMER,SRINAGAR,RAJOSI,,1.0,9.0
20.0,AJMER,AJMER,SRINAGAR,RAMSAR,,1.0,9.0
21.0,AJMER,AJMER,SRINAGAR,SAMPRODA,,1.0,9.0
22.0,AJMER,AJMER,SRINAGAR,SANOD,,1.0,9.0
23.0,AJMER,AJMER,SRINAGAR,SRINAGAR,,1.0,9.0
24.0,AJMER,AJMER,SRINAGAR,TIHARI,,1.0,9.0
25.0,AJMER,AJMER,SRINAGAR,TILANA,,1.0,9.0
1.0,ALWAR,Kotputli-Behror,BANSUR,ALAMPUR,,3.0,1.0
2.0,ALWAR,Kotputli-Behror,BANSUR,BABARIYA,,3.0,1.0
3.0,ALWAR,Kotputli-Behror,BANSUR,BABERA,,3.0,1.0
4.0,ALWAR,Kotputli-Behror,BANSUR,BABERI,,3.0,1.0
5.0,ALWAR,Kotputli-Behror,BANSUR,BAHRAM KA BAS,,3.0,1.0
6.0,ALWAR,Kotputli-Behror,BANSUR,BALAWAS,,3.0,1.0
7.0,ALWAR,Kotputli-Behror,BANSUR,BAMANWAS,,3.0,1.0
8.0,ALWAR,Kotputli-Behror,BANSUR,BAS DAYAL,,3.0,1.0
9.0,ALWAR,Kotputli-Behror,BANSUR,BHAGGOO KA BAS,,3.0,1.0
10.0,ALWAR,Kotputli-Behror,BANSUR,BHOOPSERA,,3.0,1.0
11.0,ALWAR,Kotputli-Behror,BANSUR,BILALI,,3.0,1.0
12.0,ALWAR,Kotputli-Behror,BANSUR,BURJA,,3.0,1.0
13.0,ALWAR,Kotputli-Behror,BANSUR,BUTERI,,3.0,1.0
14.0,ALWAR,Kotputli-Behror,BANSUR,CHATARPURA,,3.0,1.0
15.0,ALWAR,Kotputli-Behror,BANSUR,CHHEEND,,3.0,1.0
16.0,ALWAR,Kotputli-Behror,BANSUR,CHOOLA,,3.0,1.0
17.0,ALWAR,Kotputli-Behror,BANSUR,DEOSAN,,3.0,1.0
18.0,ALWAR,Kotputli-Behror,BANSUR,GIROODI,,3.0,1.0
19.0,ALWAR,Kotputli-Behror,BANSUR,GOONTA,,3.0,1.0
20.0,ALWAR,Kotputli-Behror,BANSUR,GYANPURA,Urbanies,3.0,1.0
21.0,ALWAR,Kotputli-Behror,BANSUR,HAJIPUR,,3.0,1.0
22.0,ALWAR,Kotputli-Behror,BANSUR,HAMEERPUR,,3.0,1.0
23.0,ALWAR,Kotputli-Behror,BANSUR,HARSORA,,3.0,1.0
24.0,ALWAR,Kotputli-Behror,BANSUR,HOLAWAS,,3.0,1.0
25.0,ALWAR,Kotputli-Behror,BANSUR,INDRADA,,3.0,1.0
26.0,ALWAR,Kotputli-Behror,BANSUR,ISRAKA BAS,,3.0,1.0
27.0,ALWAR,Kotputli-Behror,BANSUR,KALYANPURA,,3.0,1.0
28.0,ALWAR,Kotputli-Behror,BANSUR,KHERA,,3.0,1.0
29.0,ALWAR,Kotputli-Behror,BANSUR,KHOHRI,,3.0,1.0
30.0,ALWAR,Kotputli-Behror,BANSUR,KISHORPURA,,3.0,1.0
31.0,ALWAR,Kotputli-Behror,BANSUR,LEKRI,,3.0,1.0
32.0,ALWAR,Kotputli-Behror,BANSUR,LOYATI,,3.0,1.0
33.0,ALWAR,Kotputli-Behror,BANSUR,MAHANPUR,,3.0,1.0
34.0,ALWAR,Kotputli-Behror,BANSUR,MAJRA AHEER,,3.0,1.0
